NM_YR|NM_MTH|MS_CPI_IDX|MS_WITHOUT_ENE_IDX|MS_WITHOUT_PTRL_IDX|MS_WT_CPI|MS_CPI_INFL|MS_HLTH_IDX|MS_SMOOTH_IDX|NM_BASE_YR
1920|5|15.60000000|.|.|1000|.|.|.|1953
1920|5|12.01000000|.|.|1000|.|.|.|1966
1920|5|10.10000000|.|.|1000|.|.|.|1971
1920|5|7.35000000|.|.|1000|.|.|.|1974
1920|5|4.79000000|.|.|1000|.|.|.|1981
1920|5|3.54000000|.|.|1000|.|.|.|1988
1920|5|2.88000000|.|.|1000|.|.|.|1996
1920|5|2.51000000|.|.|1000|.|.|.|2004
1920|5|2.05000000|.|.|1000|.|.|.|2013
1920|6|462.00000000|.|.|1000|.|.|.|1914
1920|6|63.53000000|.|.|1000|.|.|.|1936
1920|6|15.30000000|.|.|1000|.|.|.|1953
1920|6|11.78000000|.|.|1000|.|.|.|1966
1920|6|9.91000000|.|.|1000|.|.|.|1971
1920|6|7.21000000|.|.|1000|.|.|.|1974
1920|6|4.70000000|.|.|1000|.|.|.|1981
1920|6|3.47000000|.|.|1000|.|.|.|1988
1920|6|2.83000000|.|.|1000|.|.|.|1996
1920|6|2.46000000|.|.|1000|.|.|.|2004
1920|6|2.01000000|.|.|1000|.|.|.|2013
1920|7|453.00000000|.|.|1000|.|.|.|1914
1920|7|62.29000000|.|.|1000|.|.|.|1936
1920|7|15.00000000|.|.|1000|.|.|.|1953
1920|7|11.55000000|.|.|1000|.|.|.|1966
1920|7|9.71000000|.|.|1000|.|.|.|1971
1920|7|7.07000000|.|.|1000|.|.|.|1974
1920|7|4.60000000|.|.|1000|.|.|.|1981
1920|7|3.40000000|.|.|1000|.|.|.|1988
1920|7|2.77000000|.|.|1000|.|.|.|1996
1920|7|2.41000000|.|.|1000|.|.|.|2004
1920|7|1.97000000|.|.|1000|.|.|.|2013
1920|8|463.00000000|.|.|1000|.|.|.|1914
1920|8|63.66000000|.|.|1000|.|.|.|1936
1920|8|15.33000000|.|.|1000|.|.|.|1953
1920|8|11.80000000|.|.|1000|.|.|.|1966
1920|8|9.93000000|.|.|1000|.|.|.|1971
1920|8|7.22000000|.|.|1000|.|.|.|1974
1920|8|4.71000000|.|.|1000|.|.|.|1981
1920|8|3.48000000|.|.|1000|.|.|.|1988
1920|8|2.83000000|.|.|1000|.|.|.|1996
1920|8|2.47000000|.|.|1000|.|.|.|2004
1920|8|2.01000000|.|.|1000|.|.|.|2013
1920|9|471.00000000|.|.|1000|.|.|.|1914
1920|9|64.76000000|.|.|1000|.|.|.|1936
1920|9|15.60000000|.|.|1000|.|.|.|1953
1920|9|12.01000000|.|.|1000|.|.|.|1966
1920|9|10.10000000|.|.|1000|.|.|.|1971
1920|9|7.35000000|.|.|1000|.|.|.|1974
1920|9|4.79000000|.|.|1000|.|.|.|1981
1920|9|3.54000000|.|.|1000|.|.|.|1988
1920|9|2.88000000|.|.|1000|.|.|.|1996
1920|9|2.51000000|.|.|1000|.|.|.|2004
1920|9|2.05000000|.|.|1000|.|.|.|2013
1920|10|477.00000000|.|.|1000|.|.|.|1914
1920|10|65.59000000|.|.|1000|.|.|.|1936
1920|10|15.80000000|.|.|1000|.|.|.|1953
1920|10|12.16000000|.|.|1000|.|.|.|1966
1920|10|10.23000000|.|.|1000|.|.|.|1971
1920|10|7.44000000|.|.|1000|.|.|.|1974
1920|10|4.85000000|.|.|1000|.|.|.|1981
1920|10|3.58000000|.|.|1000|.|.|.|1988
1920|10|2.92000000|.|.|1000|.|.|.|1996
1920|10|2.54000000|.|.|1000|.|.|.|2004
1920|10|2.07000000|.|.|1000|.|.|.|2013
1920|11|476.00000000|.|.|1000|.|.|.|1914
1920|11|65.45000000|.|.|1000|.|.|.|1936
1920|11|15.77000000|.|.|1000|.|.|.|1953
1920|11|12.13000000|.|.|1000|.|.|.|1966
1920|11|10.21000000|.|.|1000|.|.|.|1971
1920|11|7.43000000|.|.|1000|.|.|.|1974
1920|11|4.84000000|.|.|1000|.|.|.|1981
1920|11|3.57000000|.|.|1000|.|.|.|1988
1920|11|2.91000000|.|.|1000|.|.|.|1996
1920|11|2.54000000|.|.|1000|.|.|.|2004
1920|11|2.07000000|.|.|1000|.|.|.|2013
1920|12|468.00000000|.|.|1000|.|.|.|1914
1920|12|64.35000000|.|.|1000|.|.|.|1936
1920|12|15.50000000|.|.|1000|.|.|.|1953
1920|12|11.93000000|.|.|1000|.|.|.|1966
1920|12|10.03000000|.|.|1000|.|.|.|1971
1920|12|7.30000000|.|.|1000|.|.|.|1974
1920|12|4.76000000|.|.|1000|.|.|.|1981
1920|12|3.51000000|.|.|1000|.|.|.|1988
1920|12|2.86000000|.|.|1000|.|.|.|1996
1920|12|2.49000000|.|.|1000|.|.|.|2004
1920|12|2.04000000|.|.|1000|.|.|.|2013
1921|1|450.00000000|.|.|1000|.|.|.|1914
1921|1|61.88000000|.|.|1000|.|.|.|1936
1921|1|14.90000000|.|.|1000|.|.|.|1953
1921|1|11.47000000|.|.|1000|.|.|.|1966
1921|1|9.65000000|.|.|1000|.|.|.|1971
1921|1|7.02000000|.|.|1000|.|.|.|1974
1921|1|4.57000000|.|.|1000|.|.|.|1981
1921|1|3.38000000|.|.|1000|.|.|.|1988
1921|1|2.75000000|.|.|1000|.|.|.|1996
1921|1|2.40000000|.|.|1000|.|.|.|2004
1921|1|1.96000000|.|.|1000|14.0%|.|.|2013
1921|2|434.00000000|.|.|1000|.|.|.|1914
1921|2|59.68000000|.|.|1000|.|.|.|1936
1921|2|14.37000000|.|.|1000|.|.|.|1953
1921|2|11.06000000|.|.|1000|.|.|.|1966
1921|2|9.30000000|.|.|1000|.|.|.|1971
1921|2|6.77000000|.|.|1000|.|.|.|1974
1921|2|4.41000000|.|.|1000|.|.|.|1981
1921|2|3.26000000|.|.|1000|.|.|.|1988
1921|2|2.66000000|.|.|1000|.|.|.|1996
1921|2|2.31000000|.|.|1000|.|.|.|2004
1921|2|1.89000000|.|.|1000|3.28%|.|.|2013
1921|3|411.00000000|.|.|1000|.|.|.|1914
1921|3|56.51000000|.|.|1000|.|.|.|1936
1921|3|13.61000000|.|.|1000|.|.|.|1953
1921|3|10.48000000|.|.|1000|.|.|.|1966
1921|3|8.81000000|.|.|1000|.|.|.|1971
1921|3|6.41000000|.|.|1000|.|.|.|1974
1921|3|4.18000000|.|.|1000|.|.|.|1981
1921|3|3.09000000|.|.|1000|.|.|.|1988
1921|3|2.52000000|.|.|1000|.|.|.|1996
1921|3|2.19000000|.|.|1000|.|.|.|2004
1921|3|1.79000000|.|.|1000|-7.73%|.|.|2013
1921|4|399.00000000|.|.|1000|.|.|.|1914
1921|4|54.86000000|.|.|1000|.|.|.|1936
1921|4|13.21000000|.|.|1000|.|.|.|1953
1921|4|10.17000000|.|.|1000|.|.|.|1966
1921|4|8.55000000|.|.|1000|.|.|.|1971
1921|4|6.22000000|.|.|1000|.|.|.|1974
1921|4|4.06000000|.|.|1000|.|.|.|1981
1921|4|3.00000000|.|.|1000|.|.|.|1988
1921|4|2.44000000|.|.|1000|.|.|.|1996
1921|4|2.13000000|.|.|1000|.|.|.|2004
1921|4|1.74000000|.|.|1000|-13.4%|.|.|2013
1921|5|389.00000000|.|.|1000|.|.|.|1914
1921|5|53.49000000|.|.|1000|.|.|.|1936
1921|5|12.88000000|.|.|1000|.|.|.|1953
1921|5|9.92000000|.|.|1000|.|.|.|1966
1921|5|8.34000000|.|.|1000|.|.|.|1971
1921|5|6.07000000|.|.|1000|.|.|.|1974
1921|5|3.95000000|.|.|1000|.|.|.|1981
1921|5|2.92000000|.|.|1000|.|.|.|1988
1921|5|2.38000000|.|.|1000|.|.|.|1996
1921|5|2.07000000|.|.|1000|.|.|.|2004
1921|5|1.69000000|.|.|1000|-17.6%|.|.|2013
1921|6|384.00000000|.|.|1000|.|.|.|1914
1921|6|52.80000000|.|.|1000|.|.|.|1936
1921|6|12.72000000|.|.|1000|.|.|.|1953
1921|6|9.79000000|.|.|1000|.|.|.|1966
1921|6|8.23000000|.|.|1000|.|.|.|1971
1921|6|5.99000000|.|.|1000|.|.|.|1974
1921|6|3.90000000|.|.|1000|.|.|.|1981
1921|6|2.88000000|.|.|1000|.|.|.|1988
1921|6|2.35000000|.|.|1000|.|.|.|1996
1921|6|2.05000000|.|.|1000|.|.|.|2004
1921|6|1.67000000|.|.|1000|-16.9%|.|.|2013
1921|7|379.00000000|.|.|1000|.|.|.|1914
1921|7|52.11000000|.|.|1000|.|.|.|1936
1921|7|12.55000000|.|.|1000|.|.|.|1953
1921|7|9.66000000|.|.|1000|.|.|.|1966
1921|7|8.13000000|.|.|1000|.|.|.|1971
1921|7|5.91000000|.|.|1000|.|.|.|1974
1921|7|3.85000000|.|.|1000|.|.|.|1981
1921|7|2.85000000|.|.|1000|.|.|.|1988
1921|7|2.32000000|.|.|1000|.|.|.|1996
1921|7|2.02000000|.|.|1000|.|.|.|2004
1921|7|1.65000000|.|.|1000|-16.2%|.|.|2013
1921|8|384.00000000|.|.|1000|.|.|.|1914
1921|8|52.80000000|.|.|1000|.|.|.|1936
1921|8|12.72000000|.|.|1000|.|.|.|1953
1921|8|9.79000000|.|.|1000|.|.|.|1966
1921|8|8.23000000|.|.|1000|.|.|.|1971
1921|8|5.99000000|.|.|1000|.|.|.|1974
1921|8|3.90000000|.|.|1000|.|.|.|1981
1921|8|2.88000000|.|.|1000|.|.|.|1988
1921|8|2.35000000|.|.|1000|.|.|.|1996
1921|8|2.05000000|.|.|1000|.|.|.|2004
1921|8|1.67000000|.|.|1000|-17.3%|.|.|2013
1921|9|386.00000000|.|.|1000|.|.|.|1914
1921|9|53.08000000|.|.|1000|.|.|.|1936
1921|9|12.78000000|.|.|1000|.|.|.|1953
1921|9|9.84000000|.|.|1000|.|.|.|1966
1921|9|8.28000000|.|.|1000|.|.|.|1971
1921|9|6.02000000|.|.|1000|.|.|.|1974
1921|9|3.92000000|.|.|1000|.|.|.|1981
1921|9|2.90000000|.|.|1000|.|.|.|1988
1921|9|2.36000000|.|.|1000|.|.|.|1996
1921|9|2.06000000|.|.|1000|.|.|.|2004
1921|9|1.68000000|.|.|1000|-18.0%|.|.|2013
1921|10|391.00000000|.|.|1000|.|.|.|1914
1921|10|53.76000000|.|.|1000|.|.|.|1936
1921|10|12.95000000|.|.|1000|.|.|.|1953
1921|10|9.97000000|.|.|1000|.|.|.|1966
1921|10|8.38000000|.|.|1000|.|.|.|1971
1921|10|6.10000000|.|.|1000|.|.|.|1974
1921|10|3.97000000|.|.|1000|.|.|.|1981
1921|10|2.94000000|.|.|1000|.|.|.|1988
1921|10|2.39000000|.|.|1000|.|.|.|1996
1921|10|2.08000000|.|.|1000|.|.|.|2004
1921|10|1.70000000|.|.|1000|-18.3%|.|.|2013
1921|11|394.00000000|.|.|1000|.|.|.|1914
1921|11|54.18000000|.|.|1000|.|.|.|1936
1921|11|13.05000000|.|.|1000|.|.|.|1953
1921|11|10.04000000|.|.|1000|.|.|.|1966
1921|11|8.45000000|.|.|1000|.|.|.|1971
1921|11|6.15000000|.|.|1000|.|.|.|1974
1921|11|4.00000000|.|.|1000|.|.|.|1981
1921|11|2.96000000|.|.|1000|.|.|.|1988
1921|11|2.41000000|.|.|1000|.|.|.|1996
1921|11|2.10000000|.|.|1000|.|.|.|2004
1921|11|1.71000000|.|.|1000|-17.3%|.|.|2013
1921|12|393.00000000|.|.|1000|.|.|.|1914
1921|12|54.04000000|.|.|1000|.|.|.|1936
1921|12|13.02000000|.|.|1000|.|.|.|1953
1921|12|10.02000000|.|.|1000|.|.|.|1966
1921|12|8.43000000|.|.|1000|.|.|.|1971
1921|12|6.13000000|.|.|1000|.|.|.|1974
1921|12|3.99000000|.|.|1000|.|.|.|1981
1921|12|2.95000000|.|.|1000|.|.|.|1988
1921|12|2.41000000|.|.|1000|.|.|.|1996
1921|12|2.09000000|.|.|1000|.|.|.|2004
1921|12|1.71000000|.|.|1000|-15.8%|.|.|2013
1922|1|387.00000000|.|.|1000|.|.|.|1914
1922|1|53.21000000|.|.|1000|.|.|.|1936
1922|1|12.82000000|.|.|1000|.|.|.|1953
1922|1|9.86000000|.|.|1000|.|.|.|1966
1922|1|8.30000000|.|.|1000|.|.|.|1971
1922|1|6.04000000|.|.|1000|.|.|.|1974
1922|1|3.93000000|.|.|1000|.|.|.|1981
1922|1|2.91000000|.|.|1000|.|.|.|1988
1922|1|2.37000000|.|.|1000|.|.|.|1996
1922|1|2.06000000|.|.|1000|.|.|.|2004
1922|1|1.68000000|.|.|1000|-14.3%|.|.|2013
1922|2|380.00000000|.|.|1000|.|.|.|1914
1922|2|52.25000000|.|.|1000|.|.|.|1936
1922|2|12.59000000|.|.|1000|.|.|.|1953
1922|2|9.69000000|.|.|1000|.|.|.|1966
1922|2|8.15000000|.|.|1000|.|.|.|1971
1922|2|5.93000000|.|.|1000|.|.|.|1974
1922|2|3.86000000|.|.|1000|.|.|.|1981
1922|2|2.85000000|.|.|1000|.|.|.|1988
1922|2|2.33000000|.|.|1000|.|.|.|1996
1922|2|2.03000000|.|.|1000|.|.|.|2004
1922|2|1.65000000|.|.|1000|-12.2%|.|.|2013
1922|3|371.00000000|.|.|1000|.|.|.|1914
1922|3|51.01000000|.|.|1000|.|.|.|1936
1922|3|12.29000000|.|.|1000|.|.|.|1953
1922|3|9.46000000|.|.|1000|.|.|.|1966
1922|3|7.95000000|.|.|1000|.|.|.|1971
1922|3|5.79000000|.|.|1000|.|.|.|1974
1922|3|3.77000000|.|.|1000|.|.|.|1981
1922|3|2.79000000|.|.|1000|.|.|.|1988
1922|3|2.27000000|.|.|1000|.|.|.|1996
1922|3|1.98000000|.|.|1000|.|.|.|2004
1922|3|1.61000000|.|.|1000|-9.50%|.|.|2013
1922|4|367.00000000|.|.|1000|.|.|.|1914
1922|4|50.46000000|.|.|1000|.|.|.|1936
1922|4|12.16000000|.|.|1000|.|.|.|1953
1922|4|9.35000000|.|.|1000|.|.|.|1966
1922|4|7.87000000|.|.|1000|.|.|.|1971
1922|4|5.73000000|.|.|1000|.|.|.|1974
1922|4|3.73000000|.|.|1000|.|.|.|1981
1922|4|2.76000000|.|.|1000|.|.|.|1988
1922|4|2.25000000|.|.|1000|.|.|.|1996
1922|4|1.96000000|.|.|1000|.|.|.|2004
1922|4|1.60000000|.|.|1000|-8.05%|.|.|2013
1922|5|365.00000000|.|.|1000|.|.|.|1914
1922|5|50.19000000|.|.|1000|.|.|.|1936
1922|5|12.09000000|.|.|1000|.|.|.|1953
1922|5|9.30000000|.|.|1000|.|.|.|1966
1922|5|7.83000000|.|.|1000|.|.|.|1971
1922|5|5.69000000|.|.|1000|.|.|.|1974
1922|5|3.71000000|.|.|1000|.|.|.|1981
1922|5|2.74000000|.|.|1000|.|.|.|1988
1922|5|2.23000000|.|.|1000|.|.|.|1996
1922|5|1.95000000|.|.|1000|.|.|.|2004
1922|5|1.59000000|.|.|1000|-5.92%|.|.|2013
1922|6|366.00000000|.|.|1000|.|.|.|1914
1922|6|50.33000000|.|.|1000|.|.|.|1936
1922|6|12.12000000|.|.|1000|.|.|.|1953
1922|6|9.33000000|.|.|1000|.|.|.|1966
1922|6|7.85000000|.|.|1000|.|.|.|1971
1922|6|5.71000000|.|.|1000|.|.|.|1974
1922|6|3.72000000|.|.|1000|.|.|.|1981
1922|6|2.75000000|.|.|1000|.|.|.|1988
1922|6|2.24000000|.|.|1000|.|.|.|1996
1922|6|1.95000000|.|.|1000|.|.|.|2004
1922|6|1.59000000|.|.|1000|-4.79%|.|.|2013
1922|7|366.00000000|.|.|1000|.|.|.|1914
1922|7|50.33000000|.|.|1000|.|.|.|1936
1922|7|12.12000000|.|.|1000|.|.|.|1953
1922|7|9.33000000|.|.|1000|.|.|.|1966
1922|7|7.85000000|.|.|1000|.|.|.|1971
1922|7|5.71000000|.|.|1000|.|.|.|1974
1922|7|3.72000000|.|.|1000|.|.|.|1981
1922|7|2.75000000|.|.|1000|.|.|.|1988
1922|7|2.24000000|.|.|1000|.|.|.|1996
1922|7|1.95000000|.|.|1000|.|.|.|2004
1922|7|1.59000000|.|.|1000|-3.64%|.|.|2013
1922|8|366.00000000|.|.|1000|.|.|.|1914
1922|8|50.33000000|.|.|1000|.|.|.|1936
1922|8|12.12000000|.|.|1000|.|.|.|1953
1922|8|9.33000000|.|.|1000|.|.|.|1966
1922|8|7.85000000|.|.|1000|.|.|.|1971
1922|8|5.71000000|.|.|1000|.|.|.|1974
1922|8|3.72000000|.|.|1000|.|.|.|1981
1922|8|2.75000000|.|.|1000|.|.|.|1988
1922|8|2.24000000|.|.|1000|.|.|.|1996
1922|8|1.95000000|.|.|1000|.|.|.|2004
1922|8|1.59000000|.|.|1000|-4.79%|.|.|2013
1922|9|371.00000000|.|.|1000|.|.|.|1914
1922|9|51.01000000|.|.|1000|.|.|.|1936
1922|9|12.29000000|.|.|1000|.|.|.|1953
1922|9|9.46000000|.|.|1000|.|.|.|1966
1922|9|7.95000000|.|.|1000|.|.|.|1971
1922|9|5.79000000|.|.|1000|.|.|.|1974
1922|9|3.77000000|.|.|1000|.|.|.|1981
1922|9|2.79000000|.|.|1000|.|.|.|1988
1922|9|2.27000000|.|.|1000|.|.|.|1996
1922|9|1.98000000|.|.|1000|.|.|.|2004
1922|9|1.61000000|.|.|1000|-3.57%|.|.|2013
1922|10|376.00000000|.|.|1000|.|.|.|1914
1922|10|51.70000000|.|.|1000|.|.|.|1936
1922|10|12.45000000|.|.|1000|.|.|.|1953
1922|10|9.58000000|.|.|1000|.|.|.|1966
1922|10|8.06000000|.|.|1000|.|.|.|1971
1922|10|5.87000000|.|.|1000|.|.|.|1974
1922|10|3.82000000|.|.|1000|.|.|.|1981
1922|10|2.82000000|.|.|1000|.|.|.|1988
1922|10|2.30000000|.|.|1000|.|.|.|1996
1922|10|2.00000000|.|.|1000|.|.|.|2004
1922|10|1.64000000|.|.|1000|-4.12%|.|.|2013
1922|11|384.00000000|.|.|1000|.|.|.|1914
1922|11|52.80000000|.|.|1000|.|.|.|1936
1922|11|12.72000000|.|.|1000|.|.|.|1953
1922|11|9.79000000|.|.|1000|.|.|.|1966
1922|11|8.23000000|.|.|1000|.|.|.|1971
1922|11|5.99000000|.|.|1000|.|.|.|1974
1922|11|3.90000000|.|.|1000|.|.|.|1981
1922|11|2.88000000|.|.|1000|.|.|.|1988
1922|11|2.35000000|.|.|1000|.|.|.|1996
1922|11|2.05000000|.|.|1000|.|.|.|2004
1922|11|1.67000000|.|.|1000|-2.91%|.|.|2013
1922|12|384.00000000|.|.|1000|.|.|.|1914
1922|12|52.80000000|.|.|1000|.|.|.|1936
1922|12|12.72000000|.|.|1000|.|.|.|1953
1922|12|9.79000000|.|.|1000|.|.|.|1966
1922|12|8.23000000|.|.|1000|.|.|.|1971
1922|12|5.99000000|.|.|1000|.|.|.|1974
1922|12|3.90000000|.|.|1000|.|.|.|1981
1922|12|2.88000000|.|.|1000|.|.|.|1988
1922|12|2.35000000|.|.|1000|.|.|.|1996
1922|12|2.05000000|.|.|1000|.|.|.|2004
1922|12|1.67000000|.|.|1000|-2.34%|.|.|2013
1923|1|383.00000000|.|.|1000|.|.|.|1914
1923|1|52.66000000|.|.|1000|.|.|.|1936
1923|1|12.68000000|.|.|1000|.|.|.|1953
1923|1|9.76000000|.|.|1000|.|.|.|1966
1923|1|8.21000000|.|.|1000|.|.|.|1971
1923|1|5.97000000|.|.|1000|.|.|.|1974
1923|1|3.89000000|.|.|1000|.|.|.|1981
1923|1|2.88000000|.|.|1000|.|.|.|1988
1923|1|2.34000000|.|.|1000|.|.|.|1996
1923|1|2.04000000|.|.|1000|.|.|.|2004
1923|1|1.67000000|.|.|1000|-0.60%|.|.|2013
1923|2|397.00000000|.|.|1000|.|.|.|1914
1923|2|54.59000000|.|.|1000|.|.|.|1936
1923|2|13.15000000|.|.|1000|.|.|.|1953
1923|2|10.12000000|.|.|1000|.|.|.|1966
1923|2|8.51000000|.|.|1000|.|.|.|1971
1923|2|6.19000000|.|.|1000|.|.|.|1974
1923|2|4.04000000|.|.|1000|.|.|.|1981
1923|2|2.98000000|.|.|1000|.|.|.|1988
1923|2|2.43000000|.|.|1000|.|.|.|1996
1923|2|2.12000000|.|.|1000|.|.|.|2004
1923|2|1.73000000|.|.|1000|4.22%|.|.|2013
1923|3|408.00000000|.|.|1000|.|.|.|1914
1923|3|56.10000000|.|.|1000|.|.|.|1936
1923|3|13.51000000|.|.|1000|.|.|.|1953
1923|3|10.40000000|.|.|1000|.|.|.|1966
1923|3|8.75000000|.|.|1000|.|.|.|1971
1923|3|6.36000000|.|.|1000|.|.|.|1974
1923|3|4.15000000|.|.|1000|.|.|.|1981
1923|3|3.06000000|.|.|1000|.|.|.|1988
1923|3|2.50000000|.|.|1000|.|.|.|1996
1923|3|2.17000000|.|.|1000|.|.|.|2004
1923|3|1.77000000|.|.|1000|9.26%|.|.|2013
1923|4|409.00000000|.|.|1000|.|.|.|1914
1923|4|56.24000000|.|.|1000|.|.|.|1936
1923|4|13.55000000|.|.|1000|.|.|.|1953
1923|4|10.43000000|.|.|1000|.|.|.|1966
1923|4|8.77000000|.|.|1000|.|.|.|1971
1923|4|6.38000000|.|.|1000|.|.|.|1974
1923|4|4.16000000|.|.|1000|.|.|.|1981
1923|4|3.07000000|.|.|1000|.|.|.|1988
1923|4|2.50000000|.|.|1000|.|.|.|1996
1923|4|2.18000000|.|.|1000|.|.|.|2004
1923|4|1.78000000|.|.|1000|11.3%|.|.|2013
1923|5|413.00000000|.|.|1000|.|.|.|1914
1923|5|56.79000000|.|.|1000|.|.|.|1936
1923|5|13.68000000|.|.|1000|.|.|.|1953
1923|5|10.53000000|.|.|1000|.|.|.|1966
1923|5|8.85000000|.|.|1000|.|.|.|1971
1923|5|6.44000000|.|.|1000|.|.|.|1974
1923|5|4.20000000|.|.|1000|.|.|.|1981
1923|5|3.10000000|.|.|1000|.|.|.|1988
1923|5|2.53000000|.|.|1000|.|.|.|1996
1923|5|2.20000000|.|.|1000|.|.|.|2004
1923|5|1.80000000|.|.|1000|13.2%|.|.|2013
1923|6|419.00000000|.|.|1000|.|.|.|1914
1923|6|57.61000000|.|.|1000|.|.|.|1936
1923|6|13.88000000|.|.|1000|.|.|.|1953
1923|6|10.68000000|.|.|1000|.|.|.|1966
1923|6|8.98000000|.|.|1000|.|.|.|1971
1923|6|6.54000000|.|.|1000|.|.|.|1974
1923|6|4.26000000|.|.|1000|.|.|.|1981
1923|6|3.15000000|.|.|1000|.|.|.|1988
1923|6|2.56000000|.|.|1000|.|.|.|1996
1923|6|2.23000000|.|.|1000|.|.|.|2004
1923|6|1.82000000|.|.|1000|14.5%|.|.|2013
1923|7|429.00000000|.|.|1000|.|.|.|1914
1923|7|58.99000000|.|.|1000|.|.|.|1936
1923|7|14.21000000|.|.|1000|.|.|.|1953
1923|7|10.94000000|.|.|1000|.|.|.|1966
1923|7|9.20000000|.|.|1000|.|.|.|1971
1923|7|6.69000000|.|.|1000|.|.|.|1974
1923|7|4.36000000|.|.|1000|.|.|.|1981
1923|7|3.22000000|.|.|1000|.|.|.|1988
1923|7|2.63000000|.|.|1000|.|.|.|1996
1923|7|2.29000000|.|.|1000|.|.|.|2004
1923|7|1.87000000|.|.|1000|17.6%|.|.|2013
1923|8|439.00000000|.|.|1000|.|.|.|1914
1923|8|60.36000000|.|.|1000|.|.|.|1936
1923|8|14.54000000|.|.|1000|.|.|.|1953
1923|8|11.19000000|.|.|1000|.|.|.|1966
1923|8|9.41000000|.|.|1000|.|.|.|1971
1923|8|6.85000000|.|.|1000|.|.|.|1974
1923|8|4.46000000|.|.|1000|.|.|.|1981
1923|8|3.30000000|.|.|1000|.|.|.|1988
1923|8|2.69000000|.|.|1000|.|.|.|1996
1923|8|2.34000000|.|.|1000|.|.|.|2004
1923|8|1.91000000|.|.|1000|20.1%|.|.|2013
1923|9|453.00000000|.|.|1000|.|.|.|1914
1923|9|62.29000000|.|.|1000|.|.|.|1936
1923|9|15.00000000|.|.|1000|.|.|.|1953
1923|9|11.55000000|.|.|1000|.|.|.|1966
1923|9|9.71000000|.|.|1000|.|.|.|1971
1923|9|7.07000000|.|.|1000|.|.|.|1974
1923|9|4.60000000|.|.|1000|.|.|.|1981
1923|9|3.40000000|.|.|1000|.|.|.|1988
1923|9|2.77000000|.|.|1000|.|.|.|1996
1923|9|2.41000000|.|.|1000|.|.|.|2004
1923|9|1.97000000|.|.|1000|21.6%|.|.|2013
1923|10|458.00000000|.|.|1000|.|.|.|1914
1923|10|62.98000000|.|.|1000|.|.|.|1936
1923|10|15.17000000|.|.|1000|.|.|.|1953
1923|10|11.67000000|.|.|1000|.|.|.|1966
1923|10|9.82000000|.|.|1000|.|.|.|1971
1923|10|7.14000000|.|.|1000|.|.|.|1974
1923|10|4.66000000|.|.|1000|.|.|.|1981
1923|10|3.44000000|.|.|1000|.|.|.|1988
1923|10|2.80000000|.|.|1000|.|.|.|1996
1923|10|2.44000000|.|.|1000|.|.|.|2004
